id,provider_name,provider_url,category,free_tier_model_count_estimate,free_tier_details,credit_card_required,no_credit_card_free_access,free_models_examples,free_tier_limits,api_access_available,web_ui_access,access_type,research_notes,research_date,source_urls
235,Nvidia NIM / Build.nvidia.com,https://build.nvidia.com,Frontier Provider,,"Are all models free to use? All models on build.nvidia.com are free to prototype with. Once you hit rate limits, see the Deploy section to use partner endpoints or deploy a NIM locally. How many requests can I make? The free tier runs on rate limits - up to 40 requests per minute (RPM) for most models, with no per-token billing. Your personal rate limit is shown in the top-right of the dashboard.",No,Yes,"Qwen3.8, command","('40 RPM', 'RPM') rate limits, see the Deploy section to use partner endpoints or deploy a NIM locally rate limits - up to 40 requests per minute (RPM) for most models, with no per-token billin rate l",Yes,Yes,Both,,2026-09-08,; https://build.nvidia.com/nvidia/generative-virtual-screening-for-drug-discovery.md; https://freellm.net/providers/nvidia-nim; https://docs.nvidia.com/nim/vision-language-models/latest/api-reference.html; https://docs.nvidia.com/nim/large-language-models/latest/api-reference.html
236,Tencent / Hunyuan,https://tencent.com,Frontier Provider,,"Free Credit Upon first-time activation of the Tencent HY service, the following APIs will grant a free call tier for your testing experience. The free quota will be provided using a one-time free resource package and deducted first during billing and settlement. The free resource package is valid for 1 year. If the count of API calls in the free resource package is not used up within 1 year after",No,Yes,"Hunyuan 1, Hunyuan 3, Hunyuan3, llama-3, openchat","free tier and all Tencent launched its Hunyuan 3D engine globally on November 26, 2025 free tier of 20 generations a day for standard users, 200 starter credits for enterprises free tier is the tell f",Yes,Yes,Both,,2026-09-08,; https://buy.tencentcloud.com/pricing/hunyuan; https://freeinferencing.com/provider/tencent_hunyuan; https://app.cinevva.com/news/2025-11-26-tencent-hunyuan-3d-engine; https://onehack.st/t/tencent-s-secret-free-ai-yes-this-is-real/308337
237,Baidu / ERNIE,https://baidu.com,Frontier Provider,,"ERNIE Bot (Baidu) Free API Credits, Limits, Models, and ... Check ERNIE Bot (Baidu) free API credits, rate limits, model support, OpenAI-compatible setup, Mainland China access notes, and lower-cost fallback options.",No,Yes,ERNIE 4,"rate limits, model support, OpenAI-compatible setup, Mainland China access notes, and lowe Free Tier 2026: Baidu API Pricing & Setup - yangmao free tier guide: Baidu AI Cloud quota, API pricing, model",Yes,Yes,Both,,2026-09-08,; https://yangmao.ai/en/providers/ernie/free-tier; https://yangmao.ai/en/providers/ernie/no-credit-card; https://costbench.com/software/llm-api-providers/baidu-ernie-api; https://yangmao.ai/en/providers/ernie/free-api
238,Zhipu AI / GLM,https://zhipu.ai,Frontier Provider,,"GLM 5.2 (served as glm-4-plus on Zhipu AI’s BigModel platform) is one of the most capable open-weight models available today — a 753B MoE architecture that scores 89% on GPQA Diamond and 74.3% on LiveCodeBench. The good news: you do not need to pay to start experimenting. Zhipu AI hands every new account a batch of free trial tokens at registration, and the API is OpenAI-compatible so your existin",No,Yes,"GLM 5.2, glm-4, GLM-4, Qwen3, GLM-4.6, GLM-5.1, GLM-5.2, GPT-5.4","Rate limits: The free tier enforces lower rate limits than paid plans rate limit exceeded) error, add a brief retry with exponential backoff or simply wait a mo Free tier 128K Testing, prototyping, hi",Yes,Yes,Both,,2026-09-08,; https://glm5.app/blog/glm-5-2-free-api; https://eggstriker.com/en/ai-api/glm; https://therouter.ai/blog/zhipu-glm-api-complete-guide; https://aiwave.live/blog/glm-5-api-guide
239,01.AI / Yi,https://01.ai,Frontier Provider,,Research institution / company. 01.AI / Yi provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Yi-34B, Yi-9B, Yi-6B, Yi-VL (vision-language), Yi-Coder (code), Yi-34B-Chat","Free tier: open-source models free download, no CC. API has free trial. 34B model is SOTA for its size.",Yes,Yes,Both,,2026-09-08,; https://yangmao.ai/en/providers/yi/api-pricing; https://yangmao.ai/en/providers/yi/free-tier; https://yangmao.ai/en/providers/yi/free-api; https://www.apifree.ai/pricing
240,Stability AI (Stable models),https://stability.ai,Open-Weight Model Provider,,Research institution / company. Stability AI (Stable models) provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Stable Diffusion 3 Medium, SD 3 Large, SDXL, SD Turbo, SD 1.5, Stable Video Diffusion, Stable Cascade, Stable Audio, Stable Diffusion 3.5","Free tier: open-source models free (SD 1.5, SDXL etc.), Stability API limited free credits. No CC for open-source.",Yes,Yes,Both,,2026-09-08,; https://music.einnews.com/article/914043345/jY_ckteSPLduflV9; https://europesays.com/ie/495751; https://stability.ai/news-updates/meet-stable-audio-3-the-model-family-built-for-artistic-experimentation-with-open-weight-models; https://awesomeagents.ai/news/stability-stable-audio-3; https://stability.ai/license; https://github.com/Stability-AI/StableStudio/blob/main/README.md; https://github.com/
241,Community / HF Hub Models,https://huggingface.co/models,Open-Weight Model Provider,,"Since all models on the Model Hub are Xet-backed Git repositories, you can clone the models locally by installing git-xet and running: git xet install git lfs install git clone git@hf.co: # example: git clone git@hf.co:bigscience/bloom If you have write-access to the particular model repo, you'll also have the ability to commit and push revisions to the model. Add your SSH public key to your user",No,Yes,command,"Free tier: 100,000+ models free to download, HF Inference API free tier (limited, no CC). Paid Inference Endpoints.",Yes,Yes,Both,,2026-09-08,; https://huggingface.co/docs/hub/main/en/models-downloading; https://huggingface.co/docs/hub/en/models-downloading; https://huggingface.co/docs/hub/en/index; https://huggingface.co/docs/hub/models
242,MosaicML (MPT),https://www.mosaicml.com,Open-Weight Model Provider,,"text data from original sources to StreamingDataset format train/ - train or finetune HuggingFace and MPT models from 125M - 70B parameterstrain/benchmarking - profile training throughput and MFU inference/ - convert models to HuggingFace or ONNX format, and generate responsesinference/benchmarking - profile inference latency and throughput eval/ - evaluate LLMs on academic (or custom) in-contex",No,Yes,"MPT-3, mpt-3, MPT-7, mpt-7, GPT3, LLaMA-7, GPT4, Command",Free tier: open-source models free to download. No CC. Was acquired by Databricks.,Yes,Yes,Both,,2026-09-08,; https://github.com/ShashankMosaicML/llm-foundry; https://mosaicml.com/blog/mpt-7b; https://github.com/OthersideAI/llm-foundry-2; https://huggingface.co/tensorblock/mosaicml_mpt-7b-8k-GGUF
243,MLC Chat / WebLLM,https://webllm.mlc.ai,Local / Self-Hosted Apps,,"In-Browser Inference : WebLLM is a high-performance, in-browser language model inference engine that leverages WebGPU for hardware acceleration, enabling powerful LLM operations directly within web browsers without server-side processing. Full OpenAI API Compatibility : Seamlessly integrate your app",No,Yes,"Llama 2, Llama 3, Mistral, LLaVA, Qwen, Stable Diffusion, MobileNet, any WebLLM-compatible model","100% free open-source. Runs in browser/device. No CC, no API costs. Hardware-dependent performance.",No,Yes,Local app,,2026-09-08,
244,Private GPT,https://github.com/zylon-ai/private-gpt,Local / Self-Hosted Apps,,"32 and Open WebUI on any computer, pulling free open-weight models like Llama 4 Scout, Qwen3, and DeepSeek V4 Flash, and getting a ChatGPT-like interface running entirely offline. Total cost: $0. Total time: 30 minutes. Download Ollama (Free) → macOS · Linux · Windows · 126K+ GitHub stars · v0.32 TL",No,Yes,"Local open models, no cloud CC needed","Free local software, no credit card",No,Yes,Local app,,2026-09-08,
245,Lambda Cloud / Lambda Labs,https://lambdalabs.com,GPU Cloud / Infrastructure,,into GPU-hour billing) Discounted  💡 Free Credits: No permanent free GPU tier; usage-based billing after signup (GPU instances billed per second). 1-Click Clusters and Superclusters require prepaid / ,Yes,No,Qwen3.8,free tier Free Tier Comparison: Who Gives You Free Credits Lambda Labs approaches free access throu free tier? No Free Credits Lambda Labs approaches free access through a $10 promotiona,Yes,Yes,Both,,2026-09-08,https://apirank.vip/providers/lambda
246,Crusoe Cloud,https://crusoecloud.com,GPU Cloud / Infrastructure,,"Crusoe | The energy-first AI factory company html.w-mod-js:not(.w-mod-ix3) :is([data-anima=""split-line""], [data-anima=""fade-in""], [data-anima=""word-reveal""], [data-anima=""scale-in""], [data-wf-target*='[""d6b42b9b-2fc9-70a5-a353-111ddbeaae0c"",""d6b42b9b-2fc9-70a5-a353-111ddbeaae0d""]']) {visibility: hid",No,Yes,"command, deepseek-0324, e5, embed-icon, embedurl, embedwrapper, gemma-4, gemma-4-31, glm-5.3, kimi, llama-3.3, nemotron-3",free credits,Yes,Yes,Both,,2026-09-08,https://crusoecloud.com/pricing
247,Huawei / Pangu,https://www.huawei.com,Chinese Ecosystem,,"Help Center / My Account / FAQs / Basic Information (for HUAWEI ID) / Basic Concepts / Can I Purchase and Use Huawei Cloud Services Without Adding a Credit Card? Updated on 2026-01-23 GMT+08:00 View PDF Can I Purchase and Use Huawei Cloud Services Without Adding a Credit Card? If you have an expenditure quota, voucher, or test coupon, or if you are a reseller customer associated with a partner, yo",No,Yes,"Qwen., Qwen",free tier Service Assurance Go cloud with our professional services Products for Free Tri,Yes,Yes,Both,,2026-09-08,; https://support.huaweicloud.com/eu/account_faq/faq_id_0078.html; https://activity.huaweicloud.com/intl/en-us/free_packages/index.html; https://activity.huaweicloud.com/intl/en-us/free_packages/ME.html; https://systems-analysis.ru/eng/PanGu_(Huawei)
248,360 AI / Qihoo,https://ai.360.cn,Chinese Ecosystem,,"Mainstream platforms such as Lattice, Culture Amp, and Leapsome typically range from €5 to €19 per user per month, attached to annual contract minimums in the 6,000 range. thresholds, and the qualitative analysis that make 360° feedback meaningful in the first place. What the Starter tier actually includes The free tier is intended to function as a complete product, not a trial: – Multi-rater cyc",No,Unknown,"Gemini 2.0, GPT-4, Llama 3.1","rate limits and not having the very latest/strongest model versions free tier is intended to function as a complete product, not a trial: – Multi-rater cyc M free tier is intended to function as a com",Yes,Yes,Both,,2026-09-08,; https://newsbywire.com/75-of-employee-departures-are-preventable-ks-agents-releases-free-360-tool-to-help-smbs-catch-signals-earlier; https://aifreetool.site/tool/360zhinao; https://fidforward.com/blog/guide_to_free_ai_api_credits/; https://aicalcus.com/blog/ai-free-tier-comparison
249,OPPO AI,https://www.oppo.com,Chinese Ecosystem,,"experiences by delivering comprehensive, secure, and continuously evolving AI solutions during MWC2025. 2024/06 OPPO AI Phone Strategy Make AI Phones Accessible to Everyone: about 50 million OPPO users will be able to experience Generative AI features on their smartphones by 2024. 2024/02 AI Phone White Paper In collaboration with IDC, OPPO released its first OPPO AI Phone White Paper in 2024, out",No,Yes,"oppo-ai-models, andes","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,Yes,Both,,2026-09-08,; https://www.oppo.com/in/discover/technology/oppo-ai; https://www.gadgets360.com/ai/news/openai-offer-chatgpt-plus-is-now-free-for-one-month-10790992; https://arxiv.org/pdf/2605.21851
250,Vivo AI,https://www.vivo.com.cn,Chinese Ecosystem,,"Brazil’s Vivo partners with Google to offer free Gemini AI Brazilian operator Vivo has partnered with Google to provide up to 12 months of free access to the Google AI Plus plan.The duration of the free tier depends on the customer’s service plan. Postpaid Family and Vivo Total Family plan subscribers will get 12 months free use, while standard Postpaid, Vivo Controle, Fibra, and regular Vivo Tota",No,Yes,"vivo-ai-models, blue LM","free tier depends on the customer’s service plan free tier worth using in 2026 without a credit card: getvivix, Hugging Face Spaces, Runwa free tier at all, per its own Gemini API pricing page Free ti",Yes,Yes,Both,,2026-09-08,; https://telecompaper.com/news/brazils-vivo-partners-with-google-to-offer-free-gemini-ai--1576555; https://getvivix.com/blog/free-ai-video-tools-2026; https://smart.freedomtodays.com/ai-tools/vivo-voice-assistant-guide:-smart-devices-&-on-device-ai; https://en.wedoany.com/shortnews/407769.html
251,Honor AI,https://www.hihonor.com,Chinese Ecosystem,,"Section: > Free Trials, No Credit Cards, and the AI PPT Hype Machine - Sider AI Rating 4.9 (86,012) · Free · Utilities/Tools Oct 13, 2025 · But in 2025, the market for AI presentation makers promising “free trial, no credit card” has turned into a parade of landing pages that say the Free Trials, No Credit Cards, and the AI PPT Hype Machine - Sider AI Free-ish: sign up, give a card, try it for X",No,Unknown,Gemini 2.5,"free tier stands out here, offering a 1 million token context window with no credit card Free Tiers 2026: Every Limit You Hit (and When) There is no signup credit anymore (the ol ('$18 trial', 'trial'",Yes,Yes,Both,,2026-09-08,; https://sider.ai/blog/ai-tools/free-trials-no-credit-cards-and-the-ai-ppt-hype-machine; https://www.honor.com/global/tech/honor-ai/; https://genai.club/blog/free-llm-api-no-credit-card-9-providers-that-work-in-2026; https://cloud.google.com/free
252,Didi AI,https://www.didi.com,Chinese Ecosystem,,"Key Takeaways Didit costs $0.30/check — MetaMap (formerly Mati) charges Custom. That’s up to 70%+ savings. Didit verifies in under 2 seconds with real-time checks during the front ID scan. MetaMap (formerly Mati): ~5-15s. Didit covers 220+ countries, 14,000+ document types, 48+ languages. MetaMap (formerly Mati): Limited types, LATAM + US focus coverage. Didit offers 500 free checks/month forever",No,Unknown,"ddLM, didi-ai-models",Free tier 500/month forever Limited trial Public pricing Yes No AML screening $0 free tier is pay-as-you-go at the per-feature rates - see how pricing and credits work free tier is genuinely free - th,Yes,Yes,Both,,2026-09-08,; https://didit.me/blog/didit-vs-meta-map-formerly-mati-global-coverage-vs-americas-focused-kyc; https://x.com/didieonweb/status/2096871566000734434; https://help.didit.me/getting-started/free-plan; https://subger.com/en/us/service/didi-premier
253,Cortex (by Stripe),https://www.cortex.dev,Model Serving Infrastructure,,Research institution / company. Cortex (by Stripe) provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Unknown,"Any model deployed via Cortex: Llama, Mistral, GPT, custom Python models, HuggingFace models","Free tier: open-source Cortex is 100% free, no CC. Deploys on your cloud. Pay for your infrastructure.",Yes,Yes,Both,,2026-09-08,; https://www.cortex.io/legal/terms-of-service; https://www.cortexxp.com/terms; https://p.sebiomo.com/cortex; https://cortex.eco/
254,HuggingFace Marketplace (HF Hub),https://huggingface.co/marketplace,Model Marketplace / Hub,,"Guide Hugging Face Review: It Turned Down Nvidia’s $500M Sarah Chen In late 2025, Nvidia walked up to Hugging Face with a check for $500 million. The number attached to that check valued Hugging Face at $7 billion, nearly double its last confirmed price tag. Hugging Face said no. That is not how this usually goes. Most AI startups would frame the check, cash it, and worry about the fine print lat",No,Unknown,"Gemini 2.0, gemini-2.0, Mistral, llama3.3, mistral, qwen2.5, gpt2, command","('15 RPM', 'RPM') ('500 RPD', 'RPD') Rate Limits HuggingFace Inference API offers three tiers Source: HuggingFace Pricing, 2025 Rate limit: ~1000 requests/day per model (varies by model size) Cold sta",Yes,Yes,Both,,2026-09-08,; https://aiwithkay.com/blog/hugging-face-review; https://kdnuggets.com/best-free-image-generators-on-hugging-face-right-now; https://aionx.co/ai-comparisons/huggingface-inference-api; https://blackice-ac.vercel.app/blog/free-aimodel-sourcecode.html; https://huggingface.co/docs/hub/main/models-downloading; https://huggingface.co/docs/huggingface_hub/guides/download; https://huggingface.co/docs/hub
255,ML Model Markets (various),https://huggingface.co/models,Model Marketplace / Hub,,"Pricing and Billing Access 200+ models from leading AI inference providers with centralized, transparent, pay-as-you-go pricing. No infrastructure management required—just pay for what you use, with no markup from Hugging Face. Free Credits to Get Started Every Hugging Face user receives monthly credits to experiment with Inference Providers: Account Type | Monthly Credits | Extra usage (pay-as-yo",No,Unknown,GPT-2,free tier includes ZeroGPU Spaces with dynamic NVIDIA H200 access (3 free tier? Yes free tier will meet your needs Free Tier + Paid Plans) AI Hugging Face Pricing 2026: Complete Cost Guide (Free Tier ,Yes,Yes,Both,,2026-09-08,; http://huggingface.co/docs/inference-providers/en/pricing; https://huggingface.co/docs/inference-providers/pricing; https://huggingface.co/docs/inference-providers/main/pricing; https://www.metacto.com/blogs/the-true-cost-of-hugging-face-a-guide-to-pricing-and-integration
256,Vast.ai GPU Cloud,https://vast.ai,GPU Cloud / Infrastructure,,"account Not for Free experiments: there is no free credit, and $0 balance stops your instances Anyone who read “get $5 free on Vast.ai” in a roundup: that $5 comes out of your pocket Vast.ai gives you no free credit. The “Get Started for $5” wording on the site is a minimum deposit, money you pay in",Yes,Unknown,"Any model on rented GPUs. Llama 3.x, Mixtral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux",Free/cheap auction GPU instances sometimes available. No CC for basic. Pay per hour.,Yes,Yes,Both,,2026-09-08,https://buildaicurrent.com/credits/vast-ai-free-credits;https://buildaicurrent.com/credits/vast-ai-free-credits;https://nolist.ai/item/vast-ai;https://stork.ai/en/vast-ai;https://youtube.com/watch?v=GxCLo1vYrbY;https://aichatdaily.com/tools/vast-ai;https://vast.ai/article/vast-ai-startup-program;https://buildaicurrent.com/credits/vast-ai-free-credits/;https://vast.ai/startup;https://docs.vast.ai/g
257,CoreWeave GPU Cloud,https://coreweave.com,GPU Cloud / Infrastructure,,"CoreWeave Cloud Pricing | CoreWeave WebFont.load({ google: { families: [""Inconsolata:400,700"",""Plus Jakarta Sans:300,400,500,600,700,800"",""Roboto Mono:300,400,500,600,700""] }}); try{Typekit.load();}catch(e){} !function(o,c){var n=c.documentElement,t="" w-mod-"";n.className+=t+""js"",(""ontouchstart""in o|",No,Yes,clip,"Free tier/credits available, hourly billing beyond",Yes,Yes,Both,,2026-09-08,https://coreweave.com/pricing
258,OVHcloud AI GPU,https://ovhcloud.com,GPU Cloud / Infrastructure,,"Credits Last checked: OVHcloud free trial: US$200 creditsvpsovhcloudgpu A European cloud provider whose Public Cloud offers instances, managed Kubernetes, object storage, and AI tools including GPU notebooks. Official site Amount US$200 Grant type Time-limited free trial Expiry One month from creat",Yes,Yes,gpt-4,"free creditsVPS free credits Good for A one month evaluation of OVHcloud ('$200 credit', 'credit') ('$200 free', 'free') free tiers tracked on this site, exactly four have an official path to GPU hard",Yes,Yes,Both,,2026-09-08,https://buildaicurrent.com/credits/ovhcloud-free-credits;https://buildaicurrent.com/credits/ovhcloud-free-credits;https://buildaicurrent.com/free-gpu-credits;https://buildaicurrent.com/credits-index-2026-08;https://freellm.net/blog/niche-free-llm-providers;https://ovhcloud.com/en-ca/bare-metal/ai-server;https://www.ovhcloud.com/en/public-cloud/free-trial/;https://us.ovhcloud.com/public-cloud/free-
259,Scaleway GPU Cloud,https://scaleway.com,GPU Cloud / Infrastructure,,Serverless Containers Easily run containers on the cloud with a single command Type of consumption | Price Memory consumption | €0.000001 / GB-s (€0.10 per 100k GB-s) after a 400 000 GB Free Tiers per account and per month vCPU consumption | €0.00001 / vCPU-s (€1.0 per 100k vCPU-s) after a 200 000 v,No,No,command,free tier free tiers for certain products,Yes,Yes,Both,,2026-09-08,https://free-llm.com/provider/scaleway;https://free-llm.com/provider/scaleway;https://aifreeplan.com/en/tools/scaleway;https://www.scaleway.com/en/pricing/serverless;https://www.scaleway.com/en/docs/billing/concepts;https://betterstack.com/community/comparisons/digitalocean-vs-scaleway-startups/
260,Vultr GPU Cloud,https://www.vultr.com,GPU Cloud / Infrastructure,,"Vultr Cloud Hosting Review: $300 Free Credit, Starting at $2.50/mo, 32 Global Locations Let me be straight with you — I’ve spent years moving between cloud providers, and the thing nobody tells you upfront is how much the small print ends up costing you. Bandwidth fees here, egress charges there. By",No,No,"Any model on Vultr GPUs. Llama, Mistral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux",Free trial credits sometimes. No CC for basic. Pay-per-hour GPU cloud.,Yes,Yes,Both,,2026-09-08,https://github.com/rxsl2029/vultr;https://github.com/rxsl2029/vultr;https://gotrialpro.net/service/vultr;https://saastweaks.com/startup-credits/vultr;https://github.com/yfdz95/vultr-credit-comparison;https://mintlify.wiki/azlan18/Hackathon-Resources/resources/deployment
261,DigitalOcean GPU Droplets,https://www.digitalocean.com,GPU Cloud / Infrastructure,,GPU Droplets | DigitalOcean .iMWrUY{text-decoration:none;}/*!sc*/ .iMWrUY.button-link{align-items:center;background-color:transparent;border:1px solid var(--border-brand);border-radius:100px;color:var(--text-accent);cursor:pointer;display:flex;font-size:1em;font-weight:700;justify-content:center;pad,No,Yes,"bge, clip, e5, gpt-3, llama-3.1","Free tier/credits available, hourly billing beyond",Yes,Yes,Both,,2026-09-08,https://www.digitalocean.com/products/gpu-droplets
262,Sequence AI GPU Cloud,https://sequence.io,GPU Cloud / Infrastructure,,"What is the difference between free and paid tiers? Sequence offers a generous free tier, providing access to most features and products at no cost. Paid tiers unlock gas sponsorship, advanced analytics, full marketplace customization, and enhanced support, including SLAs from our DevRel and client",No,No,grok-4,"free tier, providing access to most features and products at no cost free tier Discontinued free tier, no trial, $5 minimum prepay free tier documentation, instances exceeding the new limit are subjec",Yes,Yes,Both,,2026-09-08,https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv;https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv;https://www.spheron.network/blog/free-gpu-cloud-credits-2026/;https://aimultiple.com/free-cloud-gpu;https://www.gmicloud.ai/en/blog/best-cloud-gpu-providers-with-free-credits-trials;https://github.com/12b
263,TensorDock GPU Cloud,https://tensordock.com,GPU Cloud / Infrastructure,,"Contact Hosts Deploy a Cloud GPU ... Affordable GPU servers for everything AI. Affordable GPU servers for everything AI. H100s from $2.25/hr. No quotas, no commitments. TensorDock brings a global flee",Yes,No,"Any model on TensorDock GPUs. Llama, Mistral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux",Low-cost GPU cloud. No CC for basic. Pay-per-hour.,Yes,Yes,Both,,2026-09-08,https://www.tensordock.com/
264,AI Singapore (SEERA),https://www.aisingapore.org,Regional - SEA,,"Across Singapore, Malaysia, and the Philippines, the most useful business tools have quietly become free. Software that needed a SGD 200 monthly subscription two years ago now runs on a free tier with no credit card. For an SME owner, the question is no longer whether to use AI but which specific ta",No,No,"SEERA, SEA-LION, NLP models for SEA languages (Bahasa, Thai, Vietnamese, etc.)","Free tier: research models publicly available, no CC required.",Yes,Yes,Both,,2026-09-08,https://spotfreeai.com/blog/ai-tools-for-small-business-sea;https://spotfreeai.com/blog/ai-tools-for-small-business-sea;https://lithovex.up.railway.app/ai/aisingapore-qwen-sea-lion-v4-32b-it;https://freellm.site/providers/ai_singapore;https://lithovex.up.railway.app/ai/aisingapore-gemma-sea-lion-v4-27b-it;https://aperture-ai.run/developers/docs.html
265,Upstage (Korea) Solar,https://upstage.ai,Regional - Korea,,"“Call the Upstage Console API in Just 1 Minute” Hello! I am Solar Pro 2 , a high-performance language model developed by Upstage . Today, I’ll show you the fastest way to call the Solar Pro 2 API — in just 1 minute! Step 1: Sign Up for Upstage Console & Get Free Credits Visit the Upstage Console and",No,No,"Solar-10.7B-Instruct, Solar-Mini, Solar Pro, Upstage Document Parse, Upstage API models","Free tier: Solar API has free tier, no CC for basic. Paid for higher volume.",Yes,Yes,Both,,2026-09-08,https://free-llm.com/provider/upstage;https://free-llm.com/provider/upstage;https://free-llm.com/api/upstage;https://www.upstage.ai/blog/en/guide-1-upstage-console-api;https://www.upstage.ai/pricing/api;https://us.upstage.ai/pricing/api
266,Inflection AI (Pi),https://inflection.ai,Regional - US,,"Pricing summary Pi 2026 — Pricing overview Pi (pi.ai) is a free consumer AI assistant. There is no paid tier and no price card. Enterprise/API monetization lives with Inflection AI (sales-only), not Pi. Pi (consumer app) Free Anyone who wants an empathetic personal assistant Pi Pro / consumer paid D",No,Yes,command,"free tier is unbeatable for individuals and students, offering unlimited chats and STEM t",Yes,Yes,Both,,2026-09-08,https://usagepricing.com/blueprint/pi;https://usagepricing.com/blueprint/pi;https://aicompanionguides.com/blog/30-days-with-pi-starting-empathy-experiment;https://usagepricing.com/blueprint/inflection-ai;https://chorus.com/compare/chorus-vs-pi;https://rightaichoice.com/tools/inflection;https://developer.puter.com/tutorials/free-unlimited-inflection-ai-api/;https://rewind.ai/apps/inflection-inflect
267,Activeloop Deep Lake,https://activeloop.ai,Regional - US,,Free tier available for Deep Lake vector store and ML data lake. Open-source core. No credit card for basic usage.,No,Yes,"Deep Lake vector DB, ML data lake, any model via HuggingFace integration","Free tier for developers, enterprise pricing for scale",Yes,Yes,Both,,2026-09-08,https://activeloop.ai/pricing
268,Steam/Valve AI,https://www.valvesoftware.com,Regional - Global,,"A hand-authored GLB you bought from a marketplace never trips the rule. A prop your AI tool generated does, even if it’s one asset out of four hundred. The numbers behind Steam’s one-in-five Steam now carries a public AI-disclosure label on roughly one in five games released in 2025 — at least 20%,",No,No,deepseek-r1,"free credit Varies Fast Huge model selection 🟡 Cerebras Llama 3 ('$5 free', 'free') free tier gives you 10,000 credits a month but no commercial rights and forces attributio free tier is pay-as-you-go",Yes,Yes,Both,,2026-09-08,https://bitsoulhosting.com/marketplace/blog/steam-ai-disclosure-3d-models-what-counts;https://bitsoulhosting.com/marketplace/blog/steam-ai-disclosure-3d-models-what-counts;https://tech-insider.org/steam-ai-disclosure-2026/;https://ravy.pro/blogs/steam-ai-disclosure-micro-saas;https://github.com/abbosaliboev/free-ai-bible;https://app.cinevva.com/guides/ai-voice-acting-games;https://www.requesty.ai/
269,Eth Zurich / AI Center,https://www.ethz.ch,Regional - Europe,,"Research institution — models published open-access, no credit card",No,Yes,"RoboCausal, AnyMAL, Stereochrome, open research models",Open research — no payment required,Yes,Yes,Both,,2026-09-08,https://ethz.ch/en/the-eth-zurich/education/ai-in-education/tools.html;https://ethz.ch/en/the-eth-zurich/education/ai-in-education/tools.html;https://ethz.ch/content/dam/ethz/main/news/eth-news/2023/12/231204-medienmitteilung-ai-eth-epfl/231204_Swiss-AI_ETH_EPFL_EN.pdf;https://unlimited.ethz.ch/en/help/pcren/ai-tools-at-eth-zurich;https://ai.ethz.ch/research.html;https://ai.ethz.ch/
270,UC Berkeley Sky Computing,https://sky.cs.berkeley.edu,Regional - US,,"University research lab — open publications and models, no credit card",No,Yes,"Sky Computing research models, vLLM contributions, open research",Open research — no payment required,Yes,Yes,Both,,2026-09-08,https://aicoin.com/en/article/438930;https://aicoin.com/en/article/438930;https://sky.cs.berkeley.edu/projects;https://app.aibase.com/details/36133;https://skywork.ai/blog/models/agentica-org-deepscaler-1-5b-preview-free-chat-online-skywork-ai;https://bitcoinethereumnews.com/tech/this-free-reasoning-ai-model-beats-openais-o1-without-a-20-monthly-fee;https://static.ai-sandbox.berkeley.edu/html/mode
271,Carnegie Mellon LTI,https://www.lti.cs.cmu.edu,Regional - US,,"University research — open models and publications, no credit card",No,Yes,"CMU LTI models, dialect models, open research models",Open research — no payment required,Yes,Yes,Both,,2026-09-08,https://lti.cs.cmu.edu/;https://lti.cs.cmu.edu/;https://www.lti.cs.cmu.edu/about-lti/index.html;https://www.cs.cmu.edu/~cxcscmu;https://library.cmu.edu/service/ai-research;https://magazine.cs.cmu.edu/ai-research-transforms-industries
272,U Washington NLP,https://nlp.cs.washington.edu,Regional - US,,"University research lab — open models, no credit card",No,Yes,"UL2, T5 contributions, open NLP research models",Open research — no payment required,Yes,Yes,Both,,2026-09-08,https://aibyshrabony.substack.com/p/the-most-useful-thing-in-university;https://aibyshrabony.substack.com/p/the-most-useful-thing-in-university;https://uw-madison-datascience.github.io/ML-X-Nexus/Toolbox/GenAI/GenAI-at-UW-Madison.html;https://ecals.cals.wisc.edu/2025/04/16/smart-choices-why-uw-madisons-enterprise-ai-tools-should-be-your-go-to;https://huggingface.co/uwnlp/models;https://it.wisc.edu
273,Stanford CRFM,https://crfm.stanford.edu,Regional - US,,"University research center — open publications and models, no credit card",No,Yes,"Stanford CRFM research models, Alpaca-related, open research",Open research — no payment required,Yes,Yes,Both,,2026-09-08,https://crfm.stanford.edu/research.html;https://crfm.stanford.edu/research.html;http://crfm.stanford.edu/;https://crfm.stanford.edu/support.html;https://crfm.stanford.edu/courses.html;https://crfm.stanford.edu/2025/03/20/helm-capabilities.html
